PC1,spam
-856749.4080898188,0
-855858.0086441468,1
-451111.64014938683,0
-856757.1141399592,1
-847379.3447845879,0
-856756.0071211576,0
-856756.5123893009,1
-856755.9985112877,1
-770141.9029769938,0
-856756.0493769781,1
-856756.8688460953,1
4841219.329192189,1
-856756.0151670588,1
-856757.0868184079,1
4841219.329159129,1
-856754.8567375364,0
6301768.606544007,0
-856756.0466216557,1
-824841.5204164727,0
-856756.2053538628,1
-856757.1146087878,0
-577496.5998537946,1
-852099.4039080307,1
-844393.253663624,0
4841219.329155105,1
-856756.515776788,1
-856756.029299715,1
-856745.1155042909,0
-856756.8226836661,1
-824124.2288702311,0
-127778.12514838239,0
-856642.8230292976,0
-828196.0142783357,0
-712908.0078897522,0
-849878.4179722854,0
315366.8900640566,1
-856757.092749493,0
-669677.9127896535,1
-856756.5980829668,1
-856756.0361378946,1
-856755.9984167026,1
4850414.329064489,1
526104.8678955481,0
-856756.4704164419,1
9609665.008507436,0
-856756.63711153,1
-841432.0864319933,0
-856745.11410344,0
-856756.3564308389,1
6664608.212835905,1
4841219.329178425,1
-856756.3139636486,1
-833750.5168717077,0
8821485.583043437,1
-848394.6298267588,0
-856756.0734587462,1
-856756.3813118533,1
-856756.7971881314,0
-856756.356350455,1
-143058.49759553012,0
-856756.0120171552,1
-856419.9517995184,0
-856756.3225722245,1
-856755.9981569784,1
-856756.4795846329,1
-854485.0829648223,0
172430.68150623736,0
-856756.9262562302,0
-72510.04985917616,0
-856756.0159478886,1
-856756.0139275043,1
-834545.2057494855,1
-856756.4607856219,1
6518891.820732089,1
-856745.1134815357,0
-856756.4874767628,1
-856709.3894618397,0
-152320.24629412754,0
-856756.0115244259,1
-185757.93104458542,1
-854569.1515048133,0
-856544.2446848438,0
-856755.998508187,1
-856755.9982996635,0
-847173.874870344,0
-856756.2708302209,1
1230946.9684923543,0
-689023.0063873881,0
2664166.924925993,0
-856756.5387384697,0
-856756.313980002,1
-856749.4081086109,0
8631898.638965352,0
-856745.1152518337,0
-853139.5526780271,0
-855300.1921422856,0
-856755.9985806027,1
-856757.1141398972,1
-856757.3653269344,0
-524569.3564032272,0
-856756.3602719663,1
-853967.3655210672,0
-856756.9777683427,1
-569267.7492098717,0
-855363.4601145489,0
-226942.16805167787,0
-856756.0148382396,1
-313096.15842893696,0
-856151.1888132674,0
-348985.30425161,1
1991013.9381180303,1
-840763.9986946224,0
-856745.1172868705,0
-856756.4619236991,1
-856756.0951736511,1
-788867.0206225086,0
-856756.6577506406,1
-856756.8558688528,1
-856755.9984534722,0
-525921.3363130423,0
-856756.0287514483,1
-856757.1437049257,1
-855418.923562561,0
-395084.0077387409,0
-852391.4023919724,1
-856757.1143958202,1
-856756.1914914553,1
-856756.0150611232,1
-856757.2623157913,0
-815332.8034693709,0
1445087.7079969891,1
-779321.7966533308,1
2617802.5973427733,0
4972058.326260065,1
8046133.8610399775,1
8193350.4634833615,1
-549821.0395808235,1
-856756.53189312,1
-779169.999292055,1
-856756.8546971651,1
-849834.0325684951,0
-856745.1155563879,0
112325.08952886914,0
-856756.6989029262,1
-856756.0125409166,1
-856756.0511525078,1
4841219.329182339,1
-363209.31874893256,0
-856756.6300049286,0
-854569.1514732197,0
-854979.0882148199,0
-708312.4113878217,0
-852333.9033696953,0
-770141.9029919927,0
-856756.0330588858,1
-856707.8467446934,0
258950.811413732,0
-854570.1517760081,0
-689641.2648588845,1
-852967.3000538602,0
-856687.4097625535,0
-856756.016047207,1
-856541.2449190572,0
-856756.9990927147,0
-856756.0904502069,1
-854717.4458031286,0
-530296.2035532037,0
-856756.607223612,1
221025.29166167707,0
-845688.8095524325,0
-856641.8230251609,0
19138.87422400259,0
-856756.2963741138,1
-835767.205695831,1
-856757.1145708961,0
-852507.9987435685,0
-856756.8228126658,0
-855209.8034225713,0
-856756.3497564315,1
-19528.091733194888,1
226865.98799763306,1
-856756.0242068224,1
-856756.4178973181,1
-856756.9069930023,0
7918094.849005923,1
-253209.1219418588,0
1533836.7163285757,1
-856756.0089129411,1
-856756.2637281538,1
-856756.0023233749,1
-851630.9767336611,0
-856756.1008235096,1
381147.50833557674,0
-843891.0167192877,0
-855456.8438607882,0
-856756.3245644565,1
407370.91974817833,0
-856756.6410181549,1
4099742.940484376,0
-856756.5464601,1
-835767.2056268767,1
-851410.3200122892,0
-856756.0212180851,1
925997.9796995089,0
-856756.3506953227,1
-856756.1989259749,1
-856745.1149081687,0
-856755.9985958969,1
-856756.5929211945,1
-783216.6912358546,0
-750305.7978522626,0
-854565.1518970311,0
-856749.4081349145,0
-856620.8300283961,0
-856756.3376329485,1
-612244.8048797678,0
-856756.8700517593,1
2764689.6053568656,0
-149034.38387849706,0
-843571.1876103475,0
5248099.9260752145,1
559939.0274065783,1
-344127.3639721596,0
-856756.0300933484,1
-856757.1751948075,1
-856756.3894784763,1
-477982.0026556933,0
-534962.7524041899,0
-842529.9352500122,0
-856756.6209530543,0
-93438.90586677357,0
-856756.0134712948,1
339395.8299183006,1
-856756.4341460897,1
-856756.0883730883,1
-856757.1143588704,1
-835767.205695831,1
901553.7354473643,0
-850737.7514560126,0
-856745.1156330111,0
-856756.1591484145,1
1962245.3719935464,0
8001932.54621473,0
239505.81302331004,0
1994567.937970567,1
-856724.3532616552,0
-834545.2057512426,1
-849782.5334597222,1
-856756.4651680851,0
-856756.0349012763,1
1463530.4462297708,0
-256630.00588940526,0
-191519.15901225258,0
-325650.00516215235,0
-842083.1792847442,0
-856755.9981122235,1
2678974.528753431,0
3189405.5353139862,0
-616223.6382105034,0
-856757.114144969,1
-856745.1160635782,0
-856755.99854211,1
-853128.3953250663,0
-834711.8766823909,0
-385002.35378335154,0
-856756.8556158616,1
-856756.5467712762,1
4152113.9071873245,1
8771050.882293465,0
242869.2214413943,0
-396535.7594307865,0
-318214.60730469064,0
-612370.5948433017,0
-648886.5319893465,0
-856756.4275439953,0
-729815.0504973922,1
-856756.6860846507,1
-853051.1971491195,0
-821054.99912416,1
-395206.0971199488,0
-856755.998695106,0
-834545.2057513141,1
-834545.2057515064,1
-856684.5774882262,0
-843681.4018025872,0
-856756.7665969706,0
-852891.0766204564,1
-856756.7149656214,1
-856068.0544255316,0
-856756.1302198669,1
-856641.8230213027,0
-856757.1141438955,1
-856757.0356448395,0
-856755.9980044002,1
-720328.1802399589,1
1027137.5315814266,0
-856756.2476975978,1
-854421.0831845315,0
8543587.42860553,0
6258994.346934615,1
-856756.0041484404,1
-806320.8728462656,1
1256099.5512131322,0
4959860.326520742,1
-834545.2057493017,1
-856756.4874190826,1
-856756.4234559529,1
-630057.06057938,0
-856755.998126006,1
-842944.0010987015,0
-856756.0164257315,1
-856756.0050320344,1
-856755.9982092736,1
4850414.329064655,1
-856756.1625745755,1
-856756.657612181,1
-742791.953246332,0
1168688.5765880253,1
4959860.3265791945,1
-856757.1141289016,1
2973634.7107513994,1
-856756.0388628555,1
-856756.7936064457,1
1730131.3712968444,0
-852764.2379269273,0
-856756.0611845485,1
4959860.326509059,1
-849914.03210817,0
-856757.3099693251,1
-537842.0535499026,1
2330077.8031777726,0
-856756.4228934505,1
-609531.4709541667,1
-800559.1492334817,1
-530617.3405075123,0
-856756.5767778782,1
-856756.0386188796,1
-856756.8229713086,0
-856757.114143906,1
-714418.4391525094,0
-856757.2497831023,0
-856755.9984790324,1
-846131.4361144385,0
-856756.8558039477,1
-677051.6049015041,1
-856745.1160350251,0
-852643.2378664109,0
-856073.0554734801,0
-840531.3044496077,0
-676690.3706482978,0
-856745.116052992,0
-473008.49602768524,1
-856756.0151082978,1
-844794.307685686,0
-856756.5746975711,1
3627794.628134318,1
5738895.2887898255,0
-856344.2862366488,0
-725560.5333932533,0
-842336.9198893898,0
-856756.574697571,1
-856756.3898790538,1
-854871.9526432492,0
-856658.624367118,0
426359.6077295599,0
7987735.891849484,1
-856756.0234086832,1
-851119.1963777862,0
-856756.3898688094,1
-856756.0295294337,1
-856756.0040957889,1
2624422.913806406,0
-856755.9981609521,1
-758050.3486174406,0
-783024.6750561346,0
-856756.1177669682,1
-771759.7009631088,0
-856757.1231958081,0
2676169.1004393143,1
1760379.2026914675,0
-856756.267530345,1
-856757.1141439122,1
4850414.329068739,1
8019304.8833319545,1
-856757.1141369458,1
-856756.2084595262,1
-81426.25147747947,0
-856756.3850777743,1
903879.9050805409,1
6153519.737225799,1
-856157.1883987916,0
-856757.1141469814,1
-790174.476173674,0
-856756.5754015145,1
-856756.9234409041,0
-856756.7991734368,1
-449723.00503421295,0
-856757.1141379414,1
-855122.3658061675,0
-484633.456071168,0
-856745.1135641112,0
1473570.3866511318,0
-856756.0169295009,1
4411924.63509427,0
-856754.857209303,0
-718617.0074599362,1
-856749.4079755433,0
-856756.2906619094,1
-324338.26994870766,0
-856756.7012143292,1
-850441.7103358731,0
-567512.4033628767,0
-669198.9739883031,0
37071.86604116019,0
9737597.994281635,0
-856756.8250136459,0
-856757.1141138352,1
-854121.9985357182,0
-856068.0559143045,0
-428462.0041575379,0
-856756.0004359081,1
7371055.020403567,1
1518085.099906207,0
2377510.580803264,0
-856756.0138586797,1
-856756.0375840158,1
-856757.1969315787,1
-856756.052990406,1
-838652.108793538,1
4617036.933697205,0
-371459.22307215177,1
-750597.5726850864,0
5878174.892573007,1
-676529.4881968356,0
-573450.0306808262,0
-856756.4179355388,1
-856756.7479316059,0
-856756.5850215085,0
-856756.3563645182,1
-856756.8539008204,1
-843073.8900040233,0
-514808.307657208,1
-88821.08275679941,1
-856745.1144546588,0
-856685.5768682936,0
-856734.6185929929,0
-440815.8187155285,0
-856756.1399100131,1
-856756.6454360529,1
-856756.0502103203,1
-806769.00081343,0
-766474.0330563581,0
-856756.6004690892,1
-856756.0025763465,1
5394440.516603625,1
-562668.6063516517,0
-856756.3271669222,1
-842870.3226256582,0
-851689.7482765798,0
-395933.9511844429,0
111650.85759307281,0
-856376.7612819187,0
-855958.8438475709,1
-856756.027804688,1
-856756.4856150368,1
-801494.7847177987,0
-843779.3651254093,0
-856756.1516862394,1
-421055.027707037,0
8442149.031078465,1
-856757.1141377336,1
-856756.05296183,1
1695619.2728889254,0
-856756.0988879337,1
-855258.4982085463,0
-856756.3691476849,1
-856757.1141047891,1
7380950.179910847,1
523220.8334383288,1
-856756.3835478867,1
-856756.4348835824,1
-856756.4381844511,1
-856756.3897633634,1
2667367.0508197816,1
-838793.1085075283,1
-849913.032175257,0
-856067.3982483586,0
-10237.6606779492,0
1613782.9597238526,0
-224005.3877307108,1
1060564.7033444191,1
5466084.8886572225,1
-856756.959919562,1
-739494.9516268615,0
-856756.2367412737,1
-856756.057185068,1
-856755.9982395502,1
-842472.9205472855,0
331046.9535408671,0
1213260.9751372738,0
-852643.9370882827,0
-856756.3564307372,1
-856756.8700066151,1
-856756.8554397826,1
2892974.536259687,0
-853543.6626628096,0
-570581.5460046497,0
-856755.9980464652,1
-856756.0001134446,1
-856074.0545849286,0
1800327.9672620748,0
-856756.7149636247,1
-846099.9984672505,1
-856755.9983006096,1
3282821.9505527676,0
-856073.3979176668,0
-856074.054982422,0
-842273.0061030004,0
-836264.8242148869,0
-856756.5417003782,1
-856756.9692748842,0
-856756.5729449299,1
-856755.9984176734,1
-856692.392806037,1
-856745.1133333122,0
-856756.1978217072,1
-856756.8557999923,1
-856075.0549942355,0
-856756.5131328935,1
-856756.8700518154,1
-856756.0466391162,1
3859933.7588883336,1
166180.45826614264,0
-822591.9989407212,0
4920158.0827048505,1
-856756.0458842003,1
-257743.52707249194,1
-514808.30764621164,1
-856756.0162093367,1
-856756.8558747713,1
-856756.4684558979,1
4850414.328917979,1
-856756.0338520323,1
-856756.479629665,1
2429902.924372406,0
52963.66648054402,0
-856745.1154397996,0
1631776.970543508,1
-856745.1143021757,0
-856756.8227793726,0
207021.9206924053,1
-769497.118847145,0
-856112.9791244469,0
-856756.8700517594,1
-856756.3583277557,1
2218999.719782072,0
-856756.4112847422,1
-856069.3982751663,0
-856757.1141499946,1
-856756.0158647074,1
-856755.998439549,1
-779169.9996707527,1
-856757.1141429166,1
4850414.32881468,1
-734492.2292918857,0
-794600.8445004892,0
-856756.0721083474,1
-856633.4000316999,0
-856756.0613421164,0
-855257.7893241737,0
-856756.7576635525,1
4841219.329178315,1
-853003.8693660769,0
-855131.3655678573,0
-856756.2016457722,1
-747262.9636399209,0
-51523.58401143667,0
-856756.8228866465,1
-802001.1729513166,0
-560301.4538205201,1
-856756.3896741861,1
2918799.7265557153,0
-856756.4739056437,1
-842312.9212970528,0
-856756.4901336322,1
-856756.0752839941,0
-856745.1150826024,0
-856755.998359347,1
-856756.536119286,0
932720.945657459,0
4671742.076933618,1
1105209.9738526735,0
-722050.3574525442,1
-856756.2718430224,0
6482299.865903202,0
-820368.1448837041,0
-856067.3983194798,0
-856756.9975934774,1
-658348.5907273097,0
-855812.3512194057,0
-856756.8139209767,0
-856756.5182581255,1
-856756.0152245506,1
-856371.186844485,1
-645320.0284678193,0
-510290.4114840836,0
-682814.3649783076,1
-816772.9592471395,0
-856687.4077248218,0
-856757.1714544347,1
4177364.022239977,1
-856756.8542173258,1
-856757.0319958937,0
-856756.2651542623,1
-856756.132699797,1
-856756.2865188583,1
-842336.9210775368,0
4850414.329068792,1
-856756.8546691483,1
-856757.2233094462,1
-799408.3724710398,0
-750506.3248234504,0
-856757.1141711558,1
-856756.6988462842,1
-848781.9988107663,0
-856756.4483212299,1
316753.88285464013,1
-854236.2185796567,0
-856756.2500715388,1
-856756.4864923982,0
-856756.2980341073,1
2388547.5619803458,1
-856707.8467968331,0
34958.344578596065,1
-856756.8546676666,1
-856756.0230624904,1
-856756.3582352167,1
-856725.1806532261,0
-856756.3429047379,0
-856756.8548092641,1
-838793.1085185596,1
419644.9858368329,0
-261325.3268097539,0
4841219.3290789835,1
-514808.3076182175,1
-856756.5317327057,1
-685952.0003864011,0
-855865.3494459571,1
-856756.0904321084,1
2243506.4419195605,1
-856757.3365676136,1
-844542.5472121496,0
-856724.1809312394,0
4850414.328920096,1
-856757.1142137425,0
-856756.7476146732,0
2342476.845566097,0
-856755.9983231364,1
-654323.9047240017,0
-856756.3824996848,0
-856636.3997182533,0
-856756.3448986348,1
-856756.51975137,1
2485885.4731982024,0
-856756.0062758754,0
-583929.268196374,1
-758756.9072044975,0
-823503.2285754271,0
-838494.1082951913,1
3170036.7409111555,1
-587795.3793836373,0
-856756.016085649,1
-856756.8543952439,1
-547593.0106144035,0
4850414.328915975,1
312193.79638299753,0
-856756.4917935247,1
-856756.3130114655,1
-854318.4400372138,0
-764154.995925549,0
-856572.9492663781,0
7280318.357627992,1
5237231.743097557,1
-854452.1557224058,1
-856756.0213922889,1
-856756.1038447715,1
-856756.855833073,1
-856756.3895654229,1
-838652.108704813,1
-856756.003146829,0
-856756.1625319265,1
-856756.2934097983,0
-729815.0504994502,1
673826.8809385676,1
-856756.959797023,1
7150717.593924106,0
-856757.1143960523,0
-682868.0862196453,0
707912.9187676356,0
-856757.1466010123,0
-851353.5071679613,1
-856755.9987874381,1
-855867.858728943,1
-856756.0154097212,1
-780031.8784231311,0
-839832.2472229272,0
-856756.8558625603,1
-856756.0491656803,1
-856756.2904539487,1
-767052.2377065654,0
-841451.1969924155,0
-856756.0012096355,1
-718687.0001438452,0
-434995.4953214892,1
-856756.1723024537,1
-856756.1814647671,1
6811373.215420608,1
-836334.8627193363,0
-856756.8546888717,1
-224005.38773233502,1
-833872.3570663972,1
-856609.1147162393,0
-856756.5904923525,0
-843233.096160502,1
-791079.1698783983,0
-856756.043642813,1
-654042.8640041698,1
-828308.9258901898,0
-670955.1247853602,0
-856756.1548886055,1
-856756.96677546,1
823832.5410451993,0
-843512.8446696108,0
-856438.9981567794,0
-547374.3247028103,1
-847154.7400831177,1
-848232.9983200763,0
-856756.0091313632,1
-778796.9992613092,0
-852087.2606674473,1
-856756.8664397893,1
-532548.5322700788,0
-856756.8228550764,0
-852087.2606266924,1
-294866.7640346986,0
-856756.3897383511,1
-856756.6283134383,1
-856757.1141379353,1
-413430.470080642,1
-856756.4272863659,1
-848860.7444982484,0
-426112.5740721812,0
-856756.25122683,1
142044.98944743525,1
-856725.1799901206,1
661284.5221997997,0
-689812.008327242,0
-607269.5221550433,0
7206475.576241034,1
-856756.6772164069,0
-852670.2378639681,0
-856756.8539679679,1
-856745.1147990637,0
1600643.4961004397,0
-856756.2932713275,1
-793979.3024992398,0
-856756.3048563623,1
-856757.0306176589,0
-617220.2498597936,0
-856756.0087268185,1
-845472.3557669151,0
-821144.091469304,1
4401022.5592896575,0
-850562.3558186782,0
-402931.3508192149,0
-856756.6355828115,1
-856756.2706636331,1
-856756.3054504518,1
3571096.859473971,1
-840769.639599913,0
-856756.2470982618,1
-856756.9599929216,1
-540797.7582416083,1
-856756.0709759634,1
-856756.4093693554,1
-856756.4914796479,1
-854567.1515345967,0
608691.9835361947,0
-156980.5724106566,0
-856756.3972646166,1
-51955.966651500436,0
-856756.3563503992,1
-856756.8552357286,1
3973464.6794755193,1
-856756.1065856516,1
-739923.9849169218,0
6845088.954749935,0
-844975.1371837994,1
-856756.5471059507,1
-854784.2900546797,1
6380536.617555592,1
-856756.9086707005,1
-856756.0996401922,1
7304690.856418108,1
-856755.9985361687,1
4841219.3291825615,1
243301.65099853452,0
8068790.774851395,0
-856572.949231345,0
559939.0274037194,1
-838020.1925306908,0
7584712.8141929265,1
-856756.0096081598,1
-822709.2295185282,0
417663.9808585417,0
4850414.328915958,1
-856756.082091253,1
-856756.7678537925,1
2178981.5565580344,0
-856756.8958047854,1
-856756.2503224139,1
1387962.8197702225,0
-856757.1141198556,1
-856756.5867941917,1
-820443.3611757266,0
-793049.999474281,1
-856756.0035306972,1
-755930.5884612144,0
4850414.328892876,1
2484211.104496899,1
-856756.8134255426,0
-829038.1781473221,1
-856745.1132934302,0
-856756.598474986,0
-856756.2136829313,0
1664707.625056704,0
1127415.198550053,0
-855989.6761495287,0
-856756.0201440179,1
-856745.114271959,0
-855747.1140797186,0
-856755.9984860488,1
-856745.1143316423,0
1858972.5605625496,0
-804277.0918078226,0
6919462.274943193,1
-779169.9996796532,1
-856570.5207415655,0
-852624.1466273105,0
-461144.4675688315,1
-856756.0159599492,1
6334720.271889883,0
-856755.9977168812,1
-728654.9614163561,0
-701839.4740674512,0
-856744.4429631828,0
-818719.253194377,0
4321707.712682859,1
-856745.115098233,0
-849913.0322007282,0
4959860.3265791945,1
-856528.9741542166,0
-856756.6366259201,0
-856756.2357349551,1
8428.192496486707,0
-856756.7485469165,0
-842164.9207861921,0
4841219.32915505,1
-684381.0010974852,0
-224005.38773065526,1
-856756.1318157559,1
-853219.9982037275,1
-585497.0391898452,1
-856756.2949757132,1
911648.9801228541,1
-856756.8231488031,0
1680285.9556928328,0
4463569.819690182,0
-801623.1859599226,0
-856755.9981122747,1
-856755.998427447,1
-154369.43299192248,0
4850414.329057202,1
-856756.5775335747,1
-856757.1141298468,1
-856756.5405566363,1
1360288.8569727927,0
-856756.006493928,1
785887.1575006054,0
-856756.0200958279,1
-846943.1790165649,0
-856756.7974165792,0
-856757.1142238893,1
-854569.1518046742,0
631274.1591320183,0
-856756.1501636221,1
-838793.1085301767,1
372310.60113233945,0
488967.9723970919,0
-856756.9171927783,0
-613951.3643609746,0
250095.95261225582,0
7529766.816194049,1
-856756.0115663265,1
-856694.1346671939,0
-856755.9985136437,1
-60860.0082212321,0
-762443.9254608887,0
-856757.1466545963,0
-856757.2231552048,1
1894646.5289276522,0
-612208.0042022851,0
-538137.0024756226,1
-856756.5544925585,0
-189915.6383420626,0
5436766.387339333,1
-856756.5042160914,1
7259724.894243653,1
4390751.687396334,0
-264548.8004395341,0
-856756.8547085981,1
-856757.2825241663,1
-856756.6495283471,1
-856074.0545970299,0
-856756.7051627081,1
-460447.74321864115,0
-420381.8415264544,1
-855440.3866746314,1
-794681.7871773469,0
-856756.3897794824,1
-856757.1149075633,0
-14515.0161550981,0
-856756.0209186742,1
-856756.1965138846,1
-104877.00822456623,0
4782575.351851912,0
-856755.9983052008,1
-856757.1889173908,0
7201138.901986875,0
-834545.205747527,1
-856757.0162633111,0
-560408.1466391969,0
4919658.930215017,1
-856756.0244414214,1
-856756.0484507398,1
8625252.403260639,0
-856756.6479089706,1
-505043.0788186092,0
4841219.329180336,1
903121.4673563576,0
-845075.855646659,0
-856755.998475252,0
289752.7204448945,1
-856738.2687037907,0
-428871.2692423209,0
2099664.2277357555,1
-856471.1769824228,0
-856756.6390890392,1
-119862.61952030135,0
-834545.2057512582,1
-856756.8546593898,1
221446.1942261682,0
-833507.0801042492,0
-856756.0133651574,1
-660336.000906068,0
-856756.0898707899,1
-856757.1144694235,0
-856756.015696622,1
-856756.1335017788,1
-850727.2511956273,0
2243506.4423409724,1
-856755.9985282121,0
-794083.0564199355,0
-177893.27862912416,0
7597097.552314304,0
-854775.998501076,0
-856756.5187054396,1
-856755.9982798988,1
-856756.8559797504,1
-721070.9999549009,0
-481202.00336048455,0
-838513.1819640165,1
-856756.3897878935,1
-856757.1152761,0
-856757.2012435566,1
-646200.5933235561,0
631140.9829294934,0
-224755.38759728835,1
-856756.0133143155,1
-855167.2266956836,0
-855875.8621050107,1
-856756.034405808,0
-856756.0225917089,1
-856755.9980889879,1
9565909.572175074,1
4850414.328814624,1
-856756.0144090689,1
-843927.6111062412,0
-856756.7977577004,0
-856756.020506131,1
-856757.1150185765,0
6423657.087210472,0
-856756.0110937959,1
-856757.2228416613,1
-770725.9701722825,0
-321112.5391363094,0
-607529.2973157424,0
-754042.9997176317,0
-487102.70968534605,0
-813223.3737710968,0
-856757.1315035202,1
-856756.8230746875,0
-804694.1369884525,1
-707409.2551963375,1
7098677.896600168,1
-856756.1987173655,1
-856756.9172188878,0
-856757.2232695435,1
-519342.4571596696,0
-856756.8546927786,1
-856756.3312386087,1
-856756.0872109316,1
-856756.8227978096,0
-722050.3573836158,1
-838793.1085532887,1
-856756.0875237898,1
-775224.9995605096,0
-855563.2960768674,0
643944.8690134924,0
-856756.0394454289,1
-856756.3111592015,0
27828.383726565517,0
-805647.8897608959,0
-856756.3898688738,1
-856687.4075506513,0
-856756.4875133692,1
-856755.9980742716,1
89631.98923927266,0
7405737.845152524,1
-855752.8544092363,0
-855171.2266870136,0
-823648.2294930571,0
-856756.4297310412,0
-832684.4057009404,0
-803775.0916626686,0
-856756.0224404272,1
-841920.3077402028,0
-856757.1141289016,1
-856757.2228630988,1
-827988.1750334318,1
-540797.7582416083,1
4972058.326426384,1
-856756.8225121183,0
767403.7735831857,0
-856756.6908118188,0
-856756.4885712457,1
-856756.2789672598,1
-463094.0033801394,1
8621794.085280966,0
-856757.0267268653,1
-26529.833159189788,0
-819351.4802114967,1
-856374.1464517207,0
-846076.1546250607,0
-856756.429707376,1
-823329.2285280856,0
-856755.9984458252,1
-856754.8572991706,0
2815430.873183808,1
583377.5587445992,0
-856756.067014216,1
-346700.0144420397,0
-856757.1141258883,1
-451285.0936873112,0
5952230.740128325,0
-856756.046622092,1
-852391.4023613816,1
-856757.1146386137,0
-856756.0092141618,0
6061033.900129921,0
-856755.9986300666,1
-856756.4817751916,0
-856756.044863174,0
2596328.0982328593,0
-856756.5124812062,1
-856756.899918239,0
-856756.5839028796,0
-495341.70183905406,0
-856727.0056203001,0
355189.82966433105,1
-856138.9903689551,0
-854151.2260361144,0
-682814.3649784749,1
-856757.1152128187,0
-856755.9983221543,1
-595431.0014297055,0
-724127.0002266387,1
6674315.12243826,0
-699870.3199128764,0
-856608.460848949,0
4152113.907138095,1
-856756.8556868497,1
-856755.9984283607,1
-856755.9986185652,1
-856756.0129870755,1
-856756.0175954358,1
-856756.8556790524,1
-830431.8596029166,0
-844666.2959845057,1
-854880.0102732041,0
-714317.1414164572,0
4959860.326473731,1
-856756.2414431643,1
-825038.5312101786,0
-705877.0003217454,0
-665477.4767482476,0
-856757.3895271989,1
-315302.36393055005,1
-835968.1685951411,0
-824124.2311152915,0
-852391.4023634379,1
-856742.4844057738,0
-856757.1141347608,1
-856755.9996021013,0
-856756.5930092225,1
-856756.6894784159,1
-855471.5561221195,0
66427.98984576587,0
-514808.307669317,1
-856086.3589761048,0
-856756.8979287656,0
26059.345089829527,0
-815771.0681380106,1
-856756.1340746538,1
-856756.9086707004,1
-856756.4178569578,1
365738.9128658726,1
-856757.2565091942,1
-856756.0007195685,1
7584712.814194931,1
-856756.0399123019,1
-856756.0251757137,1
4841219.32918245,1
-856756.7596263099,1
-856755.9981425417,0
-856756.8545296172,1
-856756.0203008672,1
-645248.9422689197,0
-856756.2664208178,0
-821032.629925659,0
-838652.108159951,1
996901.9757673702,0
4850414.32890884,1
-731342.6988841534,0
-856756.0311972571,1
-467595.01235790853,0
-856756.0505689437,1
3337958.9349137205,0
709388.9547840554,1
-856756.1682126976,0
-850345.0765813057,1
-856756.0463378966,1
-856745.1143945251,0
-747800.354901846,0
-856756.0283473837,0
-644929.0024090017,0
-817079.184160681,0
-68002.41577890201,0
-856756.0528952748,1
-856756.0145660982,1
-856757.1470052523,0
-856756.3900028937,1
-856756.0015495289,1
-229572.69313054404,0
2604532.9492351282,1
-818749.1269149831,0
-852115.259369007,1
-856756.0046231109,1
597218.5507561752,0
-856745.1136684803,0
-852607.8334977602,0
-856472.1767490931,0
1783064.823921178,0
-856756.3561737137,0
-612912.8768328386,0
-838793.1080990466,1
-856755.9981410746,1
-856636.400357398,0
-856416.0087625727,0
-224459.00619693648,0
-844599.4485287215,0
-729815.0504994501,1
-856756.4856170424,1
-829538.8119352934,0
4807712.717540717,0
-854393.2518042391,1
-838793.1085441612,1
-856756.2971354172,0
-843996.2540747945,0
-856756.6267930391,1
5248099.92607722,1
-856572.9492154771,0
985120.3177345843,0
4850414.328918202,1
-856756.8149832473,0
-856756.9171937886,0
4959860.326563689,1
-856755.9995709815,1
-435808.1828129571,0
-856757.1151006599,0
-856756.0282495448,1
-856756.854230559,1
-840505.9632543455,0
-856756.2341348069,1
-825449.9987322774,0
-856756.8546594061,1
-728943.0275625451,0
-90531.09134042624,1
-848017.1155914009,0
4893677.930311766,0
-843420.8198839687,0
-856756.3896772184,1
-856756.3899928506,1
-856757.1141308635,1
169727.924071045,0
-856756.3897990994,0
-778803.3289767059,0
-232597.1252145915,0
-856756.8227145298,0
-856756.8546002539,1
-856721.9989099072,0
4841219.329157109,1
-856756.0140214271,0
4959860.326450527,1
-135437.39040891628,0
-856754.8572990352,0
-856755.9988478511,1
-856756.3898120723,1
3973464.6794755035,1
9020095.068838535,0
-854567.1516634647,0
-856757.1141339326,1
-309283.73237655626,0
-856756.3897869827,1
-490820.8191305408,0
-337177.09170275135,1
-856434.0258501936,0
-856756.2416709606,1
-856602.2256926087,1
-856756.3130092238,1
-856756.0065109482,1
-733382.5744380378,0
-856756.0990869347,1
-856756.7959022153,1
9564481.123754127,0
-855180.2266523376,0
-856756.0177763302,1
-847332.8658685867,0
-856756.0230202429,1
-721856.6980824448,0
5268898.590579864,0
-856756.3894759939,1
-852396.4024306742,1
-856756.4053061692,1
-856755.998575639,1
-286881.016790302,0
-260563.45907337975,0
-854421.0840783559,0
-856756.2490638716,1
-201909.66574311315,0
-856756.6456941416,1
-514808.30767498823,1
-856756.0107371924,1
2027760.7117974944,1
-818822.4801125833,1
-856756.1704032018,0
-856756.2111305234,1
-146253.18676249112,1
-856756.2671455278,1
-851072.4467624521,0
-406011.3731918937,1
-856756.4022662285,1
-856756.6988724349,1
-856756.8558792713,1
-856756.7409563595,0
8565216.884747943,1
-134854.38307406742,0
-317331.60185434285,0
-856069.3980541414,0
4959860.326579306,1
-856756.0423681451,1
-855418.9234518969,0
-856745.1155271371,0
-856757.1145915007,0
2276496.654638995,0
-544712.2600965535,0
-856633.4002524329,0
-856756.9613013422,1
